team,matches_played,wins,draws,losses,goals_scored,goals_conceded,total_goal_differential,points,dominant_wins,win_rate,draw_rate,loss_rate,avg_goal_diff,goals_scored_per_match,goals_conceded_per_match,points_per_match,dominant_win_rate
São Tomé and Príncipe,71,9,10,52,53,182,-129,37,0,0.1267605633802817,0.14084507042253522,0.7323943661971831,-1.8169014084507042,0.7464788732394366,2.563380281690141,0.5211267605633803,0.0
Yoruba Nation,2,0,1,1,1,2,-1,1,0,0.0,0.5,0.5,-0.5,0.5,1.0,0.5,0.0
Two Sicilies,6,1,0,5,3,18,-15,3,0,0.16666666666666666,0.0,0.8333333333333334,-2.5,0.5,3.0,0.5,0.0
Northern Mariana Islands,30,4,3,23,27,129,-102,15,2,0.13333333333333333,0.1,0.7666666666666667,-3.4,0.9,4.3,0.5,0.06666666666666667
Luxembourg,465,49,63,353,295,1203,-908,210,6,0.1053763440860215,0.13548387096774195,0.7591397849462366,-1.9526881720430107,0.6344086021505376,2.587096774193548,0.45161290322580644,0.012903225806451613
Micronesia,7,1,0,6,8,59,-51,3,1,0.14285714285714285,0.0,0.8571428571428571,-7.285714285714286,1.1428571428571428,8.428571428571429,0.42857142857142855,0.14285714285714285
Vatican City,7,0,3,4,4,17,-13,3,0,0.0,0.42857142857142855,0.5714285714285714,-1.8571428571428572,0.5714285714285714,2.4285714285714284,0.42857142857142855,0.0
Somalia,124,11,15,98,62,330,-268,48,0,0.08870967741935484,0.12096774193548387,0.7903225806451613,-2.161290322580645,0.5,2.661290322580645,0.3870967741935484,0.0
Timor-Leste,86,9,5,72,71,284,-213,32,2,0.10465116279069768,0.05813953488372093,0.8372093023255814,-2.4767441860465116,0.8255813953488372,3.302325581395349,0.37209302325581395,0.023255813953488372
Bhutan,109,11,7,91,61,398,-337,40,3,0.10091743119266056,0.06422018348623854,0.8348623853211009,-3.091743119266055,0.5596330275229358,3.6513761467889907,0.3669724770642202,0.027522935779816515
Liechtenstein,257,19,32,206,105,722,-617,89,3,0.07392996108949416,0.1245136186770428,0.8015564202334631,-2.4007782101167314,0.4085603112840467,2.809338521400778,0.3463035019455253,0.011673151750972763
Chechnya,3,0,1,2,3,29,-26,1,0,0.0,0.3333333333333333,0.6666666666666666,-8.666666666666666,1.0,9.666666666666666,0.3333333333333333,0.0
Găgăuzia,3,0,1,2,2,9,-7,1,0,0.0,0.3333333333333333,0.6666666666666666,-2.3333333333333335,0.6666666666666666,3.0,0.3333333333333333,0.0
Anguilla,91,7,9,75,52,349,-297,30,1,0.07692307692307693,0.0989010989010989,0.8241758241758241,-3.2637362637362637,0.5714285714285714,3.8351648351648353,0.32967032967032966,0.01098901098901099
Andorra,226,13,31,182,73,539,-466,70,1,0.05752212389380531,0.13716814159292035,0.8053097345132744,-2.061946902654867,0.3230088495575221,2.3849557522123894,0.30973451327433627,0.004424778761061947
Djibouti,111,7,10,94,74,401,-327,31,1,0.06306306306306306,0.09009009009009009,0.8468468468468469,-2.945945945945946,0.6666666666666666,3.6126126126126126,0.27927927927927926,0.009009009009009009
American Samoa,55,4,2,49,33,357,-324,14,1,0.07272727272727272,0.03636363636363636,0.8909090909090909,-5.890909090909091,0.6,6.490909090909091,0.2545454545454545,0.01818181818181818
Ambazonia,6,0,1,5,3,17,-14,1,0,0.0,0.16666666666666666,0.8333333333333334,-2.3333333333333335,0.5,2.8333333333333335,0.16666666666666666,0.0
Alderney,135,5,2,128,73,620,-547,17,1,0.037037037037037035,0.014814814814814815,0.9481481481481482,-4.051851851851852,0.5407407407407407,4.592592592592593,0.1259259259259259,0.007407407407407408
Tibet,16,0,2,14,14,66,-52,2,0,0.0,0.125,0.875,-3.25,0.875,4.125,0.125,0.0
Kiribati,11,0,1,10,7,126,-119,1,0,0.0,0.09090909090909091,0.9090909090909091,-10.818181818181818,0.6363636363636364,11.454545454545455,0.09090909090909091,0.0
San Marino,223,3,11,209,42,886,-844,20,0,0.013452914798206279,0.04932735426008968,0.9372197309417041,-3.7847533632286994,0.18834080717488788,3.9730941704035874,0.08968609865470852,0.0
Manchukuo,3,0,0,3,0,16,-16,0,0,0.0,0.0,1.0,-5.333333333333333,0.0,5.333333333333333,0.0,0.0
South Yemen,3,0,0,3,1,8,-7,0,0,0.0,0.0,1.0,-2.3333333333333335,0.3333333333333333,2.6666666666666665,0.0,0.0
Seborga,1,0,0,1,2,3,-1,0,0,0.0,0.0,1.0,-1.0,2.0,3.0,0.0,0.0
Madrid,1,0,0,1,1,2,-1,0,0,0.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0
Saint Helena,8,0,0,8,6,41,-35,0,0,0.0,0.0,1.0,-4.375,0.75,5.125,0.0,0.0
Ryūkyū,1,0,0,1,0,9,-9,0,0,0.0,0.0,1.0,-9.0,0.0,9.0,0.0,0.0
Sark,4,0,0,4,0,70,-70,0,0,0.0,0.0,1.0,-17.5,0.0,17.5,0.0,0.0
Darfur,7,0,0,7,1,99,-98,0,0,0.0,0.0,1.0,-14.0,0.14285714285714285,14.142857142857142,0.0,0.0
Niue,2,0,0,2,0,33,-33,0,0,0.0,0.0,1.0,-16.5,0.0,16.5,0.0,0.0
Aymara,2,0,0,2,1,4,-3,0,0,0.0,0.0,1.0,-1.5,0.5,2.0,0.0,0.0
Palau,2,0,0,2,4,21,-17,0,0,0.0,0.0,1.0,-8.5,2.0,10.5,0.0,0.0
Ticino,2,0,0,2,2,13,-11,0,0,0.0,0.0,1.0,-5.5,1.0,6.5,0.0,0.0
Cilento,1,0,0,1,0,2,-2,0,0,0.0,0.0,1.0,-2.0,0.0,2.0,0.0,0.0
Saint Pierre and Miquelon,7,0,0,7,2,78,-76,0,0,0.0,0.0,1.0,-10.857142857142858,0.2857142857142857,11.142857142857142,0.0,0.0
Marshall Islands,2,0,0,2,2,7,-5,0,0,0.0,0.0,1.0,-2.5,1.0,3.5,0.0,0.0
